0.000	0.000
0.005	0.000
0.010	0.003
0.015	0.000
0.020	0.000
0.025	0.003
0.030	0.003
0.035	0.000
0.040	0.000
0.045	0.000
0.050	0.000
0.055	0.000
0.060	0.000
0.065	-0.003
0.070	0.000
0.075	0.000
0.080	-0.003
0.085	0.000
0.090	0.000
0.095	0.000
0.100	-0.003
0.105	0.000
0.110	-0.003
0.115	-0.003
0.120	-0.003
0.125	-0.003
0.130	0.000
0.135	0.000
0.140	-0.003
0.145	-0.003
0.150	-0.003
0.155	-0.003
0.160	-0.003
0.165	0.000
0.170	0.000
0.175	0.000
0.180	0.000
0.185	0.000
0.190	0.000
0.195	0.003
0.200	0.003
0.205	0.000
0.210	0.003
0.215	0.003
0.220	0.003
0.225	0.003
0.230	0.003
0.235	0.000
0.240	0.000
0.245	0.000
0.250	0.000
0.255	-0.003
0.260	0.000
0.265	-0.003
0.270	-0.003
0.275	-0.003
0.280	-0.003
0.285	-0.003
0.290	-0.003
0.295	-0.003
0.300	-0.003
0.305	-0.003
0.310	-0.003
0.315	-0.003
0.320	0.000
0.325	-0.003
0.330	0.000
0.335	0.000
0.340	0.000
0.345	0.000
0.350	0.000
0.355	0.000
0.360	0.003
0.365	0.000
0.370	0.000
0.375	0.003
0.380	0.000
0.385	0.000
0.390	0.000
0.395	0.000
0.400	0.000
0.405	0.000
0.410	0.000
0.415	0.000
0.420	0.000
0.425	0.000
0.430	0.000
0.435	-0.003
0.440	-0.003
0.445	-0.003
0.450	0.000
0.455	-0.003
0.460	-0.003
0.465	-0.003
0.470	-0.003
0.475	-0.003
0.480	-0.003
0.485	-0.003
0.490	-0.003
0.495	-0.003
0.500	-0.003
0.505	0.000
0.510	0.000
0.515	0.000
0.520	0.000
0.525	0.000
0.530	0.000
0.535	0.000
0.540	0.003
0.545	0.000
0.550	0.000
0.555	0.000
0.560	0.000
0.565	0.000
0.570	0.003
0.575	0.000
0.580	0.000
0.585	0.003
0.590	0.000
0.595	0.000
0.600	0.000
0.605	0.000
0.610	0.000
0.615	0.000
0.620	0.000
0.625	0.000
0.630	0.000
0.635	0.000
0.640	0.000
0.645	0.000
0.650	0.000
0.655	0.000
0.660	-0.003
0.665	-0.003
0.670	-0.003
0.675	0.000
0.680	0.000
0.685	-0.003
0.690	-0.003
0.695	-0.003
0.700	0.000
0.705	0.000
0.710	0.000
0.715	0.000
0.720	0.000
0.725	-0.003
0.730	0.000
0.735	0.003
0.740	0.000
0.745	0.000
0.750	0.000
0.755	0.000
0.760	0.003
0.765	0.003
0.770	0.000
0.775	0.000
0.780	0.000
0.785	0.000
0.790	0.000
0.795	0.000
0.800	0.000
0.805	0.000
0.810	0.000
0.815	0.000
0.820	0.000
0.825	0.000
0.830	0.000
0.835	-0.003
0.840	-0.003
0.845	0.000
0.850	-0.003
0.855	-0.003
0.860	-0.003
0.865	-0.003
0.870	0.000
0.875	0.000
0.880	-0.003
0.885	0.000
0.890	0.000
0.895	0.000
0.900	0.000
0.905	0.000
0.910	0.000
0.915	0.000
0.920	0.000
0.925	0.000
0.930	0.000
0.935	0.000
0.940	0.000
0.945	0.003
0.950	0.000
0.955	0.000
0.960	0.003
0.965	0.000
0.970	0.000
0.975	0.000
0.980	0.000
0.985	0.000
0.990	0.000
0.995	0.000
1.000	0.000
1.005	0.000
1.010	0.000
1.015	-0.003
1.020	0.000
1.025	0.000
1.030	0.000
1.035	0.000
1.040	0.000
1.045	0.000
1.050	0.000
1.055	0.000
1.060	-0.003
1.065	0.000
1.070	-0.003
1.075	-0.003
1.080	0.000
1.085	0.000
1.090	0.000
1.095	0.000
1.100	0.000
1.105	0.000
1.110	0.000
1.115	0.003
1.120	0.000
1.125	0.000
1.130	0.000
1.135	0.000
1.140	0.000
1.145	0.000
1.150	0.000
1.155	0.003
1.160	0.000
1.165	0.000
1.170	0.000
1.175	0.000
1.180	0.000
1.185	0.000
1.190	0.000
1.195	-0.003
1.200	0.000
1.205	0.000
1.210	0.000
1.215	-0.003
1.220	0.000
1.225	0.000
1.230	0.000
1.235	0.000
1.240	-0.003
1.245	-0.003
1.250	0.000
1.255	0.000
1.260	0.000
1.265	0.000
1.270	0.000
1.275	0.000
1.280	0.000
1.285	0.000
1.290	0.000
1.295	0.000
1.300	0.000
1.305	0.000
1.310	0.000
1.315	0.000
1.320	0.000
1.325	0.000
1.330	0.000
1.335	0.003
1.340	0.003
1.345	0.000
1.350	0.000
1.355	0.000
1.360	0.000
1.365	0.000
1.370	-0.003
1.375	-0.003
1.380	-0.003
1.385	-0.003
1.390	0.000
1.395	0.000
1.400	0.000
1.405	-0.003
1.410	0.000
1.415	0.000
1.420	-0.003
1.425	0.000
1.430	0.000
1.435	0.000
1.440	0.000
1.445	0.000
1.450	-0.003
1.455	0.000
1.460	0.000
1.465	0.000
1.470	0.000
1.475	0.003
1.480	0.000
1.485	0.003
1.490	0.003
1.495	0.000
1.500	0.000
1.505	0.000
1.510	0.000
1.515	0.000
1.520	0.003
1.525	0.000
1.530	0.000
1.535	0.000
1.540	0.000
1.545	0.000
1.550	0.000
1.555	0.000
1.560	0.000
1.565	0.000
1.570	0.000
1.575	0.000
1.580	0.000
1.585	0.000
1.590	-0.003
1.595	0.000
1.600	-0.003
1.605	0.000
1.610	0.000
1.615	0.000
1.620	0.000
1.625	-0.003
1.630	0.000
1.635	0.000
1.640	0.000
1.645	0.000
1.650	0.000
1.655	0.000
1.660	0.000
1.665	0.000
1.670	0.000
1.675	0.000
1.680	0.000
1.685	0.000
1.690	0.000
1.695	0.003
1.700	0.003
1.705	0.000
1.710	0.003
1.715	0.000
1.720	0.000
1.725	-0.003
1.730	0.000
1.735	0.000
1.740	0.000
1.745	0.000
1.750	0.000
1.755	0.000
1.760	0.000
1.765	0.000
1.770	-0.003
1.775	0.000
1.780	-0.003
1.785	-0.003
1.790	0.000
1.795	0.000
1.800	-0.003
1.805	-0.003
1.810	0.000
1.815	-0.003
1.820	0.000
1.825	0.000
1.830	0.000
1.835	0.000
1.840	0.000
1.845	0.000
1.850	0.000
1.855	0.000
1.860	0.000
1.865	0.000
1.870	0.003
1.875	0.000
1.880	0.000
1.885	0.000
1.890	0.000
1.895	0.000
1.900	0.000
1.905	0.000
1.910	0.003
1.915	0.000
1.920	0.000
1.925	0.000
1.930	0.000
1.935	0.000
1.940	0.000
1.945	0.000
1.950	0.000
1.955	0.000
1.960	0.000
1.965	-0.003
1.970	0.000
1.975	0.000
1.980	0.000
1.985	0.000
1.990	0.000
1.995	0.000
2.000	0.000
2.005	0.000
2.010	0.000
2.015	0.000
2.020	0.000
2.025	-0.003
2.030	0.000
2.035	0.000
2.040	0.000
2.045	0.000
2.050	0.000
2.055	0.003
2.060	0.003
2.065	0.003
2.070	0.000
2.075	0.003
2.080	0.000
2.085	0.000
2.090	0.000
2.095	0.000
2.100	0.000
2.105	0.000
2.110	0.000
2.115	0.000
2.120	0.000
2.125	0.000
2.130	0.000
2.135	0.003
2.140	0.000
2.145	0.000
2.150	0.000
2.155	0.000
2.160	-0.003
2.165	0.000
2.170	0.000
2.175	0.000
2.180	0.000
2.185	0.000
2.190	0.000
2.195	0.000
2.200	0.000
2.205	0.000
2.210	0.000
2.215	0.000
2.220	0.000
2.225	0.000
2.230	0.000
2.235	0.000
2.240	0.000
2.245	0.000
2.250	0.000
2.255	0.000
2.260	0.000
2.265	0.000
2.270	0.000
2.275	0.000
2.280	0.000
2.285	0.000
2.290	0.000
2.295	0.000
2.300	0.000
2.305	0.000
2.310	0.000
2.315	0.000
2.320	0.000
2.325	0.000
2.330	0.000
2.335	0.000
2.340	-0.003
2.345	0.000
2.350	0.000
2.355	0.000
2.360	-0.003
2.365	0.000
2.370	-0.003
2.375	0.000
2.380	0.000
2.385	0.000
2.390	0.000
2.395	0.000
2.400	0.000
2.405	0.000
2.410	0.000
2.415	0.000
2.420	0.000
2.425	0.000
2.430	0.000
2.435	0.000
2.440	0.000
2.445	0.000
2.450	0.000
2.455	0.003
2.460	0.000
2.465	0.000
2.470	0.000
2.475	0.000
2.480	0.000
2.485	0.000
2.490	0.000
2.495	0.000
2.500	0.003
2.505	0.000
2.510	0.000
2.515	0.000
2.520	0.000
2.525	0.000
2.530	0.000
2.535	0.000
2.540	-0.003
2.545	0.000
2.550	0.000
2.555	0.000
2.560	0.000
2.565	0.000
2.570	-0.003
2.575	0.000
2.580	0.000
2.585	0.003
2.590	0.000
2.595	0.000
2.600	0.000
2.605	0.000
2.610	0.000
2.615	0.000
2.620	0.000
2.625	0.000
2.630	-0.003
2.635	0.003
2.640	0.000
2.645	0.000
2.650	0.000
2.655	0.000
2.660	0.000
2.665	0.000
2.670	0.000
2.675	0.000
2.680	0.000
2.685	0.000
2.690	0.000
2.695	0.000
2.700	0.042
2.705	0.156
2.710	0.180
2.715	0.174
2.720	0.147
2.725	0.198
2.730	0.222
2.735	0.306
2.740	0.378
2.745	0.264
2.750	0.294
2.755	0.330
2.760	0.330
2.765	0.309
2.770	0.2537
2.775	0.2531
2.780	0.2543
2.785	0.297
2.790	0.333
2.795	0.375
2.800	0.393
2.805	0.417
2.810	0.456
2.815	0.510
2.820	0.645
